w1	w2	w3	x0	x1	x2	x3	x4	x5	x6	F1	F2	F3	F0
0.3	0.6	0.1	175.2747252642046	4.964661570738826e-09	224.72527473083082	1.8936390233648126e-09	249.99999999810655	789.0109890442778	58.24175821602415	-570000.0000001534	789.0109890442778	58.24175821602415	8.007355897756885e-08
0.3	0.7	0.0	175.27472526891103	2.744044991231931e-09	224.72527472834506	1.0458336419105763e-09	249.99999999895442	789.010989029386	58.241758227536394	-570000.0000000849	789.010989029386	58.241758227536394	9.733026542904656e-09
0.4	0.0	0.6	175.27472526920286	2.6086723892149166e-09	224.7252747281886	9.880949392027105e-10	249.999999999012	789.0109890284592	58.241758228250774	-570000.000000081	789.0109890284592	58.241758228250774	4.3032757990964406e-07
0.4	0.1	0.5	175.27472527554528	0.0	224.72527472483404	0.0	250.0000000001652	789.0109890083836	58.24175824376622	-569999.9999999892	789.0109890083836	58.24175824376622	3.598661509766373e-07
0.4	0.2	0.4	175.27472526845122	2.9638727028213907e-09	224.7252747285851	1.122003823184059e-09	249.9999999988781	789.0109890308368	58.24175822641237	-570000.000000092	789.0109890308368	58.24175822641237	2.8967819018359935e-07
0.4	0.3	0.3	175.27472527054397	1.971756091734278e-09	224.72527472748442	7.55761675463873e-10	249.9999999992444	789.0109890242215	58.2417582315302	-570000.0000000608	789.0109890242215	58.2417582315302	2.1932015363710396e-07
0.4	0.4	0.2	175.27472527974675	0.0	224.7252747226247	0.0	250.00000000089955	789.0109889951034	58.24175825404065	-569999.9999999264	789.0109889951034	58.24175825404065	1.4893297861315712e-07
0.4	0.5	0.1	175.27472526732814	3.4910527801912394e-09	224.7252747291809	1.3305765378390788e-09	249.99999999866958	789.0109890343941	58.24175822366452	-570000.000000108	789.0109890343941	58.24175822366452	7.867816037633857e-08
0.4	0.6	0.0	175.2747252852576	0.0	224.72527471971085	0.0	250.00000000189954	789.0109889776614	58.241758267521455	-569999.9999998464	789.0109889776614	58.241758267521455	8.38178189856282e-09
0.5	0.0	0.5	175.27472525900268	7.411642855004175e-09	224.72527473358576	2.8472726398831583e-09	249.99999999715297	789.0109890607486	58.24175820329792	-570000.0000002282	789.0109890607486	58.24175820329792	3.5882068710495266e-07
0.5	0.1	0.4	175.27472528775348	0.0	224.72527471839072	0.0	250.0000000023531	789.0109889697615	58.241758273627056	-569999.9999998104	789.0109889697615	58.241758273627056	2.8797119125331085e-07
0.5	0.2	0.3	175.2747252798333	0.0	224.72527472257855	0.0	250.0000000009162	789.0109889948291	58.24175825425249	-569999.9999999251	789.0109889948291	58.24175825425249	2.1781937414727122e-07
0.5	0.3	0.2	175.27472527084404	1.8251995470563998e-09	224.72527472733094	7.131575330276974e-10	249.99999999928693	789.0109890232794	58.241758232262725	-570000.0000000555	789.0109890232794	58.241758232262725	1.4760237935516814e-07
0.5	0.4	0.1	175.2747252710385	1.7364953919241088e-09	224.7252747272251	6.711076139254146e-10	249.99999999932913	789.0109890226596	58.24175823273934	-570000.0000000532	789.0109890226596	58.24175823273934	7.727870770705053e-08
0.5	0.5	0.0	175.2747252872146	0.0	224.7252747186783	0.0	250.0000000022495	789.0109889714711	58.241758272308054	-569999.9999998177	789.0109889714711	58.241758272308054	6.988670994270345e-09
0.6	0.0	0.4	175.27472527415065	2.6923885343421716e-10	224.7252747255803	1.0800249583553523e-10	249.999999999892	789.0109890128106	58.24175824035207	-570000.000000008	789.0109890128106	58.24175824035207	2.8680191308979884e-07
0.6	0.1	0.3	175.27472527269686	9.547704848955618e-10	224.7252747263485	3.7071856695547467e-10	249.9999999996294	789.0109890174109	58.24175823679609	-570000.0000000291	789.0109890174109	58.24175823679609	2.165117195509926e-07
0.6	0.2	0.2	175.2747252639877	5.0673065743467305e-09	224.7252747309451	1.931880433403421e-09	249.99999999806832	789.0109890449639	58.241758215493604	-570000.0000001567	789.0109890449639	58.241758215493604	1.4626338349402858e-07
0.6	0.3	0.1	175.27472526650146	3.8803023016953375e-09	224.72527472961838	1.4813110738032265e-09	249.99999999851894	789.0109890370113	58.24175822164217	-570000.0000001199	789.0109890370113	58.24175822164217	7.590110549005432e-08
0.6	0.4	0.0	175.27472526383414	5.1429367431410355e-09	224.7252747310231	1.9522303773555905e-09	249.9999999980479	789.0109890454451	58.24175821511889	-570000.0000001595	789.0109890454451	58.24175821511889	5.5537304331005675e-09
0.7	0.0	0.3	175.27472527548335	0.0	224.72527472486848	0.0	250.0000000001503	789.0109890085821	58.24175824361431	-569999.9999999899	789.0109890085821	58.24175824361431	2.1508461238736603e-07
0.7	0.1	0.2	175.27472526736565	3.4707312579485006e-09	224.7252747291638	1.329681253992021e-09	249.9999999986704	789.0109890342794	58.2417582237555	-570000.000000107	789.0109890342794	58.2417582237555	1.4484788148119017e-07
0.7	0.2	0.1	175.2747252722358	1.1756355888792314e-09	224.72527472658874	4.4632031404034933e-10	249.9999999995537	789.0109890188652	58.24175823566903	-570000.0000000364	789.0109890188652	58.24175823566903	7.449208036846305e-08
0.7	0.3	0.0	175.27472526193685	6.036117383700912e-09	224.72527473202712	2.2988331238593673e-09	249.9999999977014	789.0109890514515	58.24175821047749	-570000.0000001867	789.0109890514515	58.24175821047749	4.163117528586986e-09
0.8	0.0	0.2	175.27472527586232	0.0	224.72527472466697	0.0	250.00000000022123	789.0109890073809	58.24175824454165	-569999.9999999845	789.0109890073809	58.24175824454165	1.4338654378821593e-07
0.8	0.1	0.1	175.27472526354	5.2789204119108035e-09	224.72527473118117	2.011574906646274e-09	249.99999999798854	789.0109890463796	58.24175821439876	-570000.0000001633	789.0109890463796	58.24175821439876	7.313353889241442e-08
0.8	0.2	0.0	175.2747252737669	4.6210857362893876e-10	224.72527472577104	1.502939994679764e-10	249.9999999998499	789.0109890140075	58.2417582394168	-570000.0000000155	789.0109890140075	58.2417582394168	2.784771926878611e-09
0.9	0.0	0.1	175.27472527199336	1.2892371614725562e-09	224.72527472671754	4.918092599837109e-10	249.99999999950836	789.0109890196336	58.241758235075785	-570000.0000000398	789.0109890196336	58.241758235075785	7.170959829648007e-08
0.9	0.1	0.0	175.2747252609176	6.515563200082397e-09	224.72527473256707	2.485791128492565e-09	249.99999999751446	789.010989054679	58.24175820798371	-570000.0000002014	789.010989054679	58.24175820798371	1.3875383239375264e-09
1.0	0.0	0.0	175.27472528226372	0.0	224.72527472129264	0.0	250.00000000135913	789.0109889871354	58.24175826019809	-569999.9999998901	789.0109889871354	58.24175826019809	-1.9287031854649908e-13
